,กำหนดส่ง,แผ่นหน้า,ลอน C,แผ่นกลาง,ลอน B,แผ่นหลัง,จน.ชั้น,กว้างผลิต,ยาวผลิต,ทับส้นซ้าย,ทับเส้นกลาง,ทับเส้นขวา,เลขที่ใบสั่งขาย,ชนิดส่วนประกอบ,จำนวนสั่งขาย,จำนวนสั่งผลิต,ประเภททับเส้น,สถานะใบสั่ง,% ที่เกิน
11532,2024-03-12,KS161,CM127,CM127,CM127,KB160,5,15.9449,52.9921,126,153,126,12181169417,E,3730,3910,N,Y,5
11533,2024-03-12,KS161,CM127,CM127,CM127,KB160,5,16.4567,46.8504,106,206,106,12181169410,E,2280,2390,N,Y,5
11534,2024-03-12,KS161,CM127,CM127,CM127,KB160,5,16.6535,58.2677,119,185,119,12181169134,E,8800,9240,N,Y,5
11535,2024-03-12,KS161,CM127,CM127,CM127,KB160,5,16.6535,58.2677,119,185,119,12181169138,E,2400,2520,N,Y,5
11536,2024-03-12,KS161,CM127,CM127,CM127,KB160,5,20.5906,59.4488,129,265,129,12181169128,E,3600,3780,N,Y,5
11537,2024-03-12,KS161,CM127,CM127,CM127,KB160,5,21.378,48.0315,139,265,139,12181169123,E,8000,8400,N,A,5
11538,2024-03-12,KS161,CM127,CM127,CM127,KB160,5,21.378,48.0315,139,265,139,12181169140,E,8000,8400,N,Y,5
11539,2024-03-12,KS161,CM147,0,0,KB120,3,15.9843,35.2362,92,222,92,12181169721,A,1000,1100,N,A,10
11540,2024-03-12,KS161,CM147,0,0,KB160,3,17.9921,52.5197,122,213,122,12181169429,E,2400,2520,N,Y,5
11541,2024-03-12,KS161,CM147,0,0,KB160,3,18.0315,52.5197,123,212,123,12181169303,E,13000,13260,N,Y,2
11542,2024-03-12,KS161,CM147,0,0,KB160,3,18.0315,52.5197,123,212,123,12181169372,E,10660,10870,N,Y,2
11543,2024-03-12,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181169784,E,1010,1110,N,Y,10
11544,2024-03-12,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181169393,A,7420,7790,N,Y,5
11545,2024-03-12,KS231,CM112,CM112,CM112,KB160,5,18.8189,51.1811,120,238,120,12181168890,A,1330,1460,N,Y,10
11546,2024-03-12,KS231,CM127,0,0,KB160,3,13.9764,36.2992,67,221,67,12181169284,A,1500,1650,N,Y,10
11547,2024-03-12,KS231,CM127,0,0,KB160,3,15.0,32.1654,78,225,78,12181169272,A,800,880,N,Y,10
11548,2024-03-12,KS231,CM127,0,0,KB160,3,15.1575,32.2835,86,213,86,12181169261,A,440,480,N,Y,10
11549,2024-03-12,KS231,CM127,0,0,KB160,3,16.5748,36.6535,95,231,95,12181169082,E,3800,3990,N,Y,5
11550,2024-03-12,KS231,CM127,0,0,KB160,3,19.9606,48.3465,144,219,144,12181169588,A,760,830,N,Y,10
11551,2024-03-12,KS231,CM127,0,0,KB160,3,19.9606,48.3465,144,219,144,12181169589,A,760,830,N,Y,10
11552,2024-03-12,KS231,CM127,0,0,KB160,3,19.9606,48.3465,144,219,144,12181169591,A,1520,1670,N,Y,10
11553,2024-03-12,KS231,CM127,0,0,KB160,3,19.9606,48.3465,144,219,144,12181169590,A,1480,1620,X,Y,10
11554,2024-03-12,KS231,CM127,0,0,KB160,3,23.3465,55.2362,593,0,0,12181168880,G,340,370,Y,A,10
11555,2024-03-12,KS231,CM127,0,0,KB230,3,15.1181,37.126,78,228,78,12181169554,A,1320,1450,X,Y,10
11556,2024-03-12,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181169324,A,3320,3480,N,Y,5
11557,2024-03-12,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181169327,A,1340,1470,N,Y,10
11558,2024-03-12,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181169330,A,1680,1840,N,Y,10
11559,2024-03-12,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181169679,A,330,360,N,Y,10
11560,2024-03-12,KS231,CM127,0,0,KB230,3,25.7087,52.7559,163,327,163,12181169313,A,420,460,N,Y,10
11561,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,13.4252,35.6693,90,161,90,12181169165,E,1250,1370,N,Y,10
11562,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,13.4252,35.6693,90,161,90,12181169175,E,1020,1120,N,A,10
11563,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,13.4252,35.6693,90,161,90,12181169198,E,2410,2530,N,Y,5
11564,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,13.4252,35.6693,90,161,90,12181169217,E,1230,1350,N,Y,10
11565,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,14.3701,38.7402,105,155,105,12181169219,A,3480,3650,N,Y,5
11566,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,14.5669,35.4331,90,190,90,12181168596,A,1230,1350,N,A,10
11567,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,14.5669,35.4331,90,190,90,12181169176,A,1420,1560,N,Y,10
11568,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,15.5512,35.8268,80,235,80,12181169486,A,1500,1650,N,Y,10
11569,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,15.6693,44.4882,87,224,87,12181169177,A,5680,5960,N,Y,5
11570,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181169211,E,1610,1770,N,Y,10
11571,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181169178,E,810,890,X,Y,10
11572,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,15.9449,51.9685,115,175,115,12181169501,A,970,1060,N,Y,10
11573,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,16.063,45.4331,92,224,92,12181169033,A,2660,2790,N,Y,5
11574,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,16.063,45.4331,92,224,92,12181169179,A,830,910,N,Y,10
11575,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,16.6142,41.9685,92,238,92,12181169532,A,2320,2430,N,Y,5
11576,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,17.3228,43.7008,100,240,100,12181169522,A,12210,12450,N,Y,2
11577,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,17.3228,46.8504,100,240,100,12181169714,A,200,220,N,Y,10
11578,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,17.9134,49.6063,102,251,102,12181169599,A,1210,1330,N,Y,10
11579,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,18.8976,40.1575,100,280,100,12181169487,A,1080,1180,N,Y,10
11580,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,18.8976,40.1575,100,280,100,12181169490,A,1140,1250,N,Y,10
11581,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,18.8976,40.1575,100,280,100,12181169499,A,3930,4120,N,Y,5
11582,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,20.7874,45.2756,99,330,99,12181169119,E,1600,1760,N,Y,10
11583,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,21.1811,49.685,149,240,149,12181169464,A,2120,2220,N,A,5
11584,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,21.9685,60.2362,162,234,162,12181168633,E,800,880,N,Y,10
11585,2024-03-12,KS231,CM127,CM127,CM127,KB160,5,22.5591,49.3701,124,325,124,12181169337,E,16650,16980,N,Y,2
11586,2024-03-12,KS231,CM127,CM127,CM127,KB230,5,17.7165,40.1575,100,250,100,12181169164,A,2460,2580,N,Y,5
11587,2024-03-12,KS231,CM127,CM127,CM127,KB230,5,17.7165,40.1575,100,250,100,12181169209,A,810,890,N,Y,10
11588,2024-03-12,KS231,CM127,CM127,CM127,KB230,5,18.1102,43.3071,106,248,106,12181169199,E,490,530,N,Y,10
11589,2024-03-12,KS231,CM127,CM127,CM127,KB230,5,18.1102,43.3071,106,248,106,12181169201,E,500,550,N,Y,10
11590,2024-03-12,KS231,CM127,CM127,CM127,KB230,5,18.1102,43.3071,106,248,106,12181169202,E,490,530,N,Y,10
11591,2024-03-12,KS231,CM147,0,0,KB230,3,15.9055,44.2126,78,248,78,12181168868,A,1460,1600,N,Y,10
11592,2024-03-12,KS231,CM147,0,0,KB230,3,15.9055,44.2126,78,248,78,12181169288,A,1000,1100,N,Y,10
11593,2024-03-12,KS231,CM147,0,0,KB230,3,17.7953,57.5984,125,202,125,12181168508,E,2400,2520,N,Y,5
11594,2024-03-12,KS231,CM147,0,0,KB230,3,17.8346,57.5984,125,203,125,12181169397,E,4120,4320,W,Y,5
11595,2024-03-12,KS231,CM147,0,0,KB230,3,18.8189,53.622,129,220,129,12181169168,E,590,640,N,Y,10
11596,2024-03-12,KS231,CM147,CM147,CM147,KB230,5,17.7165,44.4882,117,216,117,12181169265,A,2000,2200,N,Y,10
11597,2024-03-12,KS231,CM197,0,0,KB230,3,13.4252,42.126,97,147,97,12181169236,A,400,440,N,A,10
11598,2024-03-12,KS231,CM197,0,0,KB230,3,13.5433,47.3622,88,168,88,12181168901,A,9520,9990,N,A,5
11599,2024-03-12,KS231,CM197,0,0,KB230,3,13.7402,40.5512,91,167,91,12181169559,A,1900,2090,N,Y,10
11600,2024-03-12,KS231,CM197,0,0,KB230,3,13.7402,40.5512,91,167,91,12181169508,A,4100,4300,W,Y,5
11601,2024-03-12,KS231,CM197,0,0,KB230,3,13.7402,40.5512,91,167,91,12181169551,A,1620,1780,W,Y,10
11602,2024-03-12,KS231,CM197,0,0,KB230,3,15.9843,57.126,115,176,115,12181169567,A,920,1010,N,Y,10
11603,2024-03-12,KS231,CM197,0,0,KB230,3,17.0079,47.0472,100,232,100,12181169597,A,4700,4930,N,Y,5
11604,2024-03-12,KS231,CM197,0,0,KB230,3,17.0079,47.0472,100,232,100,12181169596,A,2180,2280,W,Y,5
11605,2024-03-12,KS231,CM197,0,0,KB230,3,17.4803,43.2677,129,186,129,12181169507,A,2280,2390,N,A,5
11606,2024-03-12,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181169594,A,1120,1230,N,Y,10
11607,2024-03-12,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181169572,A,3520,3690,W,Y,5
11608,2024-03-12,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181169579,A,1120,1230,W,Y,10
11609,2024-03-12,KS231,CM197,0,0,KB230,3,19.2126,39.3701,104,280,104,12181169577,A,1240,1360,N,A,10
11610,2024-03-12,KS231,CM197,0,0,KB230,3,32.5984,85.0,180,468,180,12181169782,A,600,660,N,Y,10
11611,2024-03-12,KS231,CM197,0,0,KB230,3,32.5984,85.0,180,468,180,12181169783,A,600,660,N,A,10
11612,2024-03-12,KS231,CM197,CM197,CM197,KB160,5,18.1102,47.2441,135,190,135,12181169262,A,600,660,N,A,10
11613,2024-03-12,KS231,CM197,CM197,CM197,KB160,5,18.5039,41.6535,95,280,95,12181169275,A,1500,1650,N,Y,10
11614,2024-03-12,KS231,CM197,CM197,CM197,KB160,5,19.1732,44.1732,129,229,129,12181169263,A,1500,1650,N,Y,10
11615,2024-03-12,KS231,CM197,CM197,CM197,KB230,5,18.8583,45.6693,125,229,125,12181169264,A,400,440,N,Y,10
11616,2024-03-13,CM127,CM127,CM127,CM127,CM127,5,6.2992,24.685,160,0,0,12181169461,T,1200,1320,Y,A,10
11617,2024-03-13,CM127,CM127,CM127,CM127,CM127,5,11.6142,23.3465,295,0,0,12181169462,T,2730,2860,Y,A,5
11618,2024-03-13,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181169455,T,2600,2730,Y,A,5
11619,2024-03-13,CM127,CM127,CM127,CM127,CM127,5,12.874,15.4331,327,0,0,12181169333,R,8080,8480,Y,A,5
11620,2024-03-13,CM127,CM127,CM127,CM127,CM127,5,12.874,15.4331,327,0,0,12181169693,R,400,440,Y,A,10
11621,2024-03-13,CM97,0,0,CM100,CM97,3,0.0,0.0,0,0,0,12181168963,W,3900,4090,Y,A,5
11622,2024-03-13,CM97,0,0,CM100,CM97,3,0.0,0.0,0,0,0,12181168964,W,4500,4720,Y,A,5
11623,2024-03-13,CM97,CM127,0,0,CM97,3,0.0,0.0,0,0,0,12181168853,W,370,400,Y,A,10
11624,2024-03-13,CM97,CM127,0,0,CM97,3,0.0,0.0,0,0,0,12181169289,W,1000,1100,Y,A,10
11625,2024-03-13,CM97,CM127,0,0,CM97,3,6.5748,9.7638,167,0,0,12181168783,R,1310,1440,Y,A,10
11626,2024-03-13,CM97,CM127,0,0,CM97,3,8.622,12.7953,219,0,0,12181168774,R,1090,1190,Y,A,10
11627,2024-03-13,CM97,CM127,0,0,CM97,3,10.3543,12.5984,263,0,0,12181168782,R,2480,2600,Y,A,5
11628,2024-03-13,CM97,CM127,0,0,CM97,3,10.3543,12.5984,263,0,0,12181168786,R,1340,1470,Y,A,10
11629,2024-03-13,KA125,0,0,CM112,CM112,3,32.2441,57.0866,819,0,0,12181169448,G,333,360,Y,Y,10
11630,2024-03-13,KA125,0,0,CM112,CM112,3,33.1102,57.0866,841,0,0,12181169447,G,250,270,Y,Y,10
11631,2024-03-13,KA125,0,0,CM127,CM127,3,26.1024,47.126,663,0,0,12181169452,G,333,360,Y,Y,10
11632,2024-03-13,KA125,0,0,CM127,CM127,3,26.4961,40.8268,673,0,0,12181169451,G,250,270,Y,Y,10
11633,2024-03-13,KA125,0,0,CM127,CM127,3,32.7953,54.2126,833,0,0,12181169456,G,250,270,Y,Y,10
11634,2024-03-13,KA125,0,0,CM127,CM127,3,35.9449,35.6299,913,0,0,12181169453,G,1250,1370,Y,Y,10
11635,2024-03-13,KA125,CM127,0,0,KB120,3,16.1811,33.4646,89,233,89,12181169289,A,1000,1100,N,Y,10
11636,2024-03-13,KB120,0,0,CM112,CM127,3,28.3858,47.2441,721,0,0,12181169661,G,7200,7560,Y,Y,5
11637,2024-03-13,KB120,0,0,CM127,KB120,3,27.9528,43.3071,710,0,0,12181167996,S,3000,3150,Y,A,5
11638,2024-03-13,KB120,CM112,0,0,KB120,3,17.6772,52.1654,126,197,126,12181168963,A,3900,4090,X,Y,5
11639,2024-03-13,KB120,CM112,0,0,KB120,3,17.6772,52.1654,126,197,126,12181168964,A,4500,4720,X,Y,5
11640,2024-03-13,KB120,CM127,0,0,KB120,3,14.3701,46.2992,85,195,85,12181169665,A,5000,5750,N,Y,15
11641,2024-03-13,KB120,CM127,0,0,KB120,3,14.685,39.3701,93,187,93,12181169257,A,16000,16320,N,Y,2
11642,2024-03-13,KB120,CM127,0,0,KB120,3,17.9921,45.9843,114,229,114,12181169682,A,1000,1150,N,Y,15
11643,2024-03-13,KB160,0,0,CM127,KB120,3,22.2441,50.0394,130,305,130,12181168895,A,7540,7910,X,Y,5
11644,2024-03-13,KB160,CM127,0,0,CM97,3,5.5118,0.0,140,0,0,12181169237,U,240,260,Y,A,10
11645,2024-03-13,KB160,CM127,0,0,CM97,3,7.6772,16.1417,195,0,0,12181169237,R,240,260,Y,A,10
11646,2024-03-13,KB160,CM127,0,0,CM97,3,8.7402,0.0,222,0,0,12181168781,U,1110,1220,Y,A,10
11647,2024-03-13,KB160,CM127,0,0,KB120,3,13.5039,39.3701,68,207,68,12181169680,A,7000,7350,N,Y,5
11648,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181168776,W,4660,4890,Y,A,5
11649,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181168793,W,3780,3960,Y,A,5
11650,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181168795,W,1900,2090,Y,A,10
11651,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181168800,W,1680,1840,Y,A,10
11652,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181168801,W,1170,1280,Y,A,10
11653,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181169020,W,6200,6510,Y,A,5
11654,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181169037,W,1480,1620,Y,A,10
11655,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181169057,W,1860,2040,Y,A,10
11656,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181169069,W,4940,5180,Y,A,5
11657,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181169072,W,4950,5190,Y,A,5
11658,2024-03-13,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181169085,W,1370,1500,Y,A,10
11659,2024-03-13,KB160,CM127,0,0,KB160,3,5.748,0.0,146,0,0,12181169188,U,2910,3050,Y,A,5
11660,2024-03-13,KB160,CM127,0,0,KB160,3,6.8898,0.0,175,0,0,12181169084,U,1400,1540,Y,A,10
11661,2024-03-13,KB160,CM127,0,0,KB160,3,7.2835,9.7244,185,0,0,12181168793,R,1890,2070,Y,A,10
11662,2024-03-13,KB160,CM127,0,0,KB160,3,7.2835,9.7244,185,0,0,12181168795,R,950,1040,Y,A,10
11663,2024-03-13,KB160,CM127,0,0,KB160,3,7.3622,0.0,187,0,0,12181169087,U,6000,6300,Y,A,5
11664,2024-03-13,KB160,CM127,0,0,KB160,3,7.3622,0.0,187,0,0,12181169088,U,6000,6300,Y,A,5
11665,2024-03-13,KB160,CM127,0,0,KB160,3,7.4803,12.9921,190,0,0,12181168776,R,2330,2440,Y,A,5
11666,2024-03-13,KB160,CM127,0,0,KB160,3,8.0709,0.0,205,0,0,12181169065,U,5990,6290,Y,A,5
11667,2024-03-13,KB160,CM127,0,0,KB160,3,8.0709,0.0,205,0,0,12181169205,U,3240,3400,Y,A,5
11668,2024-03-13,KB160,CM127,0,0,KB160,3,8.0709,11.9685,205,0,0,12181168797,R,1310,1440,Y,A,10
11669,2024-03-13,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181169194,U,680,740,Y,A,10
11670,2024-03-13,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181169215,U,1220,1340,Y,A,10
11671,2024-03-13,KB160,CM127,0,0,KB160,3,9.0551,0.0,230,0,0,12181168782,U,7440,7810,Y,A,5
11672,2024-03-13,KB160,CM127,0,0,KB160,3,9.0551,0.0,230,0,0,12181168786,U,4020,4220,Y,A,5
11673,2024-03-13,KB160,CM127,0,0,KB160,3,9.7638,36.2992,67,114,67,12181168889,A,1000,1100,N,A,10
11674,2024-03-13,KB160,CM127,0,0,KB160,3,9.8031,10.3937,249,0,0,12181169087,R,1000,1100,Y,A,10
11675,2024-03-13,KB160,CM127,0,0,KB160,3,9.8031,10.3937,249,0,0,12181169088,R,1000,1100,Y,A,10
11676,2024-03-13,KB160,CM127,CM127,CM127,KB160,5,4.9213,54.7244,125,0,0,12181169408,V,8160,8560,Y,Y,5
11677,2024-03-13,KB160,CM127,CM127,CM127,KB160,5,4.9213,54.7244,125,0,0,12181169409,V,3140,3290,Y,A,5
11678,2024-03-13,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181169395,V,11123,11340,Y,A,2
11679,2024-03-13,KB160,CM127,CM127,CM127,KB160,5,8.4646,51.9685,215,0,0,12181169062,V,4200,4410,Y,A,5
11680,2024-03-13,KB160,CM127,CM127,CM127,KB160,5,21.378,57.2441,178,187,178,12181168835,A,2080,2180,N,Y,5
11681,2024-03-13,KB160,CM127,CM127,CM127,KB160,5,21.378,57.2441,178,187,178,12181168859,A,3480,3650,N,Y,5
11682,2024-03-13,KB230,0,0,CM147,KB230,3,27.5591,47.2441,700,0,0,12181167992,X,3000,3150,Y,Y,5
11683,2024-03-13,KB230,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181168805,W,1550,1700,Y,A,10
11684,2024-03-13,KB230,CM127,0,0,KB160,3,7.9528,15.6693,202,0,0,12181169317,R,640,700,Y,A,10
11685,2024-03-13,KB230,CM127,CM127,CM127,KB160,5,17.5197,53.1496,135,175,135,12181169461,A,1200,1320,N,Y,10
11686,2024-03-13,KB230,CM127,CM127,CM127,KB160,5,21.2598,50.3937,115,310,115,12181169462,A,2730,2860,N,Y,5
11687,2024-03-13,KB230,CM127,CM127,CM127,KB230,5,9.252,0.0,235,0,0,12181169190,U,650,710,Y,A,10
11688,2024-03-13,KB230,CM127,CM127,CM127,KB230,5,22.2441,57.0866,135,295,135,12181169736,A,29440,30020,N,Y,2
11689,2024-03-13,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181169455,A,2600,2730,N,Y,5
11690,2024-03-13,KB230,CM127,CM127,CM127,KB230,5,23.2283,57.0866,135,320,135,12181169866,A,8200,8610,N,Y,5
11691,2024-03-13,KB230,CM147,0,0,CM147,3,6.9291,50.0,176,0,0,12181169371,V,14010,14290,Y,A,2
11692,2024-03-13,KB230,CM147,0,0,CM147,3,7.6772,55.9055,195,0,0,12181169399,V,2660,2790,Y,A,5
11693,2024-03-13,KB230,CM147,0,0,CM147,3,7.6772,55.9055,195,0,0,12181169423,V,3220,3380,Y,A,5
11694,2024-03-13,KB230,CM147,0,0,CM147,3,8.0709,50.4724,205,0,0,12181168683,V,4100,4300,Y,A,5
11695,2024-03-13,KB230,CM147,0,0,CM147,3,8.0709,50.4724,205,0,0,12181169370,V,2360,2470,Y,A,5
11696,2024-03-13,KB230,CM147,0,0,CM147,3,9.0551,51.3386,230,0,0,12181169373,V,2460,2580,Y,A,5
11697,2024-03-13,KB230,CM147,0,0,CM147,3,9.0551,51.3386,230,0,0,12181169695,V,280,300,Y,A,10
11698,2024-03-13,KB230,CM147,CM147,CM147,KB230,5,17.7165,44.4882,117,216,117,12181168830,A,1010,1110,N,Y,10
11699,2024-03-13,KB230,CM147,CM147,CM147,KB230,5,17.7165,44.4882,117,216,117,12181168852,A,1010,1110,N,Y,10
11700,2024-03-13,KS121,CM127,0,0,KB120,3,15.2362,57.2047,127,133,127,12181169408,E,8160,8560,W,Y,5
11701,2024-03-13,KS121,CM127,0,0,KB120,3,15.2362,57.2047,127,133,127,12181169409,E,3140,3290,W,Y,5
11702,2024-03-13,KS121,CM127,0,0,KB120,3,15.4724,57.5984,130,133,130,12181169395,E,11123,11340,W,A,2
11703,2024-03-13,KS121,CM127,0,0,KB120,3,19.3701,54.4488,135,222,135,12181169062,E,4200,4410,N,Y,5
11704,2024-03-13,KS121,CM127,CM127,CM127,KB120,5,17.3228,56.6929,107,226,107,12181169131,A,7600,7980,N,Y,5
11705,2024-03-13,KS121,CM127,CM127,CM127,KB120,5,17.9134,46.063,100,255,100,12181169869,A,600,660,N,Y,10
11706,2024-03-13,KS161,CM127,CM127,CM127,KB160,5,15.9449,52.9921,126,153,126,12181169402,E,2890,3030,N,Y,5
11707,2024-03-13,KS161,CM127,CM127,CM127,KB160,5,16.063,46.8504,106,196,106,12181169351,E,9440,9910,N,Y,5
11708,2024-03-13,KS161,CM127,CM127,CM127,KB160,5,16.3386,33.4646,92,231,92,12181169870,A,1500,1650,N,Y,10
11709,2024-03-13,KS161,CM127,CM127,CM127,KB160,5,17.2441,53.937,126,186,126,12181169401,E,2110,2210,N,Y,5
11710,2024-03-13,KS161,CM127,CM127,CM127,KB160,5,18.0709,43.8583,116,227,116,12181168853,A,370,400,N,Y,10
11711,2024-03-13,KS161,CM127,CM127,CM127,KB160,5,20.5906,59.4488,129,265,129,12181169127,E,3600,3780,N,Y,5
11712,2024-03-13,KS161,CM147,0,0,KB160,3,18.0315,52.5197,123,212,123,12181168683,E,4100,4300,N,Y,5
11713,2024-03-13,KS161,CM147,0,0,KB160,3,18.0315,52.5197,123,212,123,12181169370,E,2360,2470,N,Y,5
11714,2024-03-13,KS161,CM147,CM127,CM127,CM147,5,19.9606,57.0079,133,241,133,12181169617,A,4680,4910,N,A,5
11715,2024-03-13,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181169412,E,3770,3950,N,Y,5
11716,2024-03-13,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181169413,E,2010,2110,N,Y,5
11717,2024-03-13,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181169422,E,2470,2590,N,Y,5
11718,2024-03-13,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181169852,E,350,380,N,Y,10
11719,2024-03-13,KS231,CM127,0,0,KB160,3,15.1575,32.2835,86,213,86,12181169851,A,500,550,N,Y,10
11720,2024-03-13,KS231,CM127,0,0,KB160,3,15.1575,32.2835,86,213,86,12181169853,A,1000,1100,N,Y,10
11721,2024-03-13,KS231,CM127,0,0,KB160,3,15.1575,32.2835,86,213,86,12181169850,A,1000,1100,X,Y,10
11722,2024-03-13,KS231,CM127,0,0,KB160,3,15.1575,32.2835,86,213,86,12181169859,A,870,950,X,Y,10
11723,2024-03-13,KS231,CM127,0,0,KB160,3,15.1575,32.2835,86,213,86,12181169860,A,2230,2340,X,Y,5
11724,2024-03-13,KS231,CM127,0,0,KB160,3,21.6142,51.9291,109,331,109,12181169425,E,920,1010,N,Y,10
11725,2024-03-13,KS231,CM127,0,0,KB160,3,21.6142,51.9291,109,331,109,12181169428,E,780,850,N,Y,10
11726,2024-03-13,KS231,CM127,0,0,KB160,3,21.8898,51.9291,112,332,112,12181169434,A,200,220,X,Y,10
11727,2024-03-13,KS231,CM127,0,0,KB160,3,23.3465,55.2362,593,0,0,12181168879,G,300,330,Y,A,10
11728,2024-03-13,KS231,CM127,0,0,KB160,3,23.3465,55.2362,593,0,0,12181169618,G,1000,1100,Y,Y,10
11729,2024-03-13,KS231,CM127,0,0,KB160,3,23.3858,55.2362,594,0,0,12181169615,G,1000,1100,Y,Y,10
11730,2024-03-13,KS231,CM127,0,0,KB230,3,12.4409,36.6929,79,158,79,12181169847,A,1000,1100,N,Y,10
11731,2024-03-13,KS231,CM127,0,0,KB230,3,12.6378,34.6457,95,131,95,12181169846,A,1000,1100,N,Y,10
11732,2024-03-13,KS231,CM127,0,0,KB230,3,14.685,34.0551,69,235,69,12181168805,A,1550,1700,N,Y,10
11733,2024-03-13,KS231,CM127,0,0,KB230,3,16.4961,37.3228,98,223,98,12181168793,A,1890,2070,N,Y,10
11734,2024-03-13,KS231,CM127,0,0,KB230,3,16.4961,37.3228,98,223,98,12181168795,A,950,1040,X,Y,10
11735,2024-03-13,KS231,CM127,0,0,KB230,3,18.5039,44.252,101,268,101,12181168776,A,2330,2440,N,Y,5
11736,2024-03-13,KS231,CM127,0,0,KB230,3,18.5039,55.0,141,188,141,12181169849,A,1000,1100,N,Y,10
11737,2024-03-13,KS231,CM127,0,0,KB230,3,18.6614,52.4016,135,204,135,12181169328,A,4480,4700,N,Y,5
11738,2024-03-13,KS231,CM127,0,0,KB230,3,23.937,47.2047,145,318,145,12181169843,A,1320,1450,N,Y,10
11739,2024-03-13,KS231,CM127,0,0,KB230,3,25.7087,52.7559,163,327,163,12181169314,A,420,460,W,Y,10
11740,2024-03-13,KS231,CM127,CM127,CM127,KB160,5,13.7008,35.748,94,160,94,12181169188,A,970,1060,N,Y,10
11741,2024-03-13,KS231,CM127,CM127,CM127,KB160,5,13.7795,48.0315,102,146,102,12181169863,A,1720,1890,N,Y,10
11742,2024-03-13,KS231,CM127,CM127,CM127,KB160,5,14.3701,38.7402,105,155,105,12181168801,A,1170,1280,N,Y,10
11743,2024-03-13,KS231,CM127,CM127,CM127,KB160,5,14.4882,41.6535,104,160,104,12181169057,A,1860,2040,N,Y,10
11744,2024-03-13,KS231,CM127,CM127,CM127,KB160,5,14.4882,41.6535,104,160,104,12181169085,A,1370,1500,N,Y,10
