,กำหนดส่ง,แผ่นหน้า,ลอน C,แผ่นกลาง,ลอน B,แผ่นหลัง,จน.ชั้น,กว้างผลิต,ยาวผลิต,ทับส้นซ้าย,ทับเส้นกลาง,ทับเส้นขวา,เลขที่ใบสั่งขาย,ชนิดส่วนประกอบ,จำนวนสั่งขาย,จำนวนสั่งผลิต,ประเภททับเส้น,สถานะใบสั่ง,% ที่เกิน
212,2024-01-03,KS231,CM197,0,0,KB230,3,13.7402,40.5512,91,167,91,12181158055,A,1880,2060,W,Y,10
213,2024-01-03,KS231,CM197,0,0,KB230,3,15.9843,57.126,115,176,115,12181158076,A,860,940,N,Y,10
214,2024-01-03,KS231,CM197,0,0,KB230,3,15.9843,57.126,115,176,115,12181158088,A,920,1010,N,Y,10
215,2024-01-03,KS231,CM197,0,0,KB230,3,15.9843,57.126,115,176,115,12181158085,A,940,1030,W,Y,10
216,2024-01-03,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181158097,A,3520,3690,N,Y,5
217,2024-01-03,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181158087,A,1220,1340,W,A,10
218,2024-01-03,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181158099,A,1120,1230,W,Y,10
219,2024-01-03,KS231,CM197,CM197,CM197,KB230,5,22.7559,52.3622,131,316,131,12181159289,E,4400,4620,N,A,5
220,2024-01-04,CM127,CM127,0,0,CM127,3,6.4567,15.4331,164,0,0,12181159234,T,1000,1100,Y,A,10
221,2024-01-04,CM127,CM127,CM127,CM127,CM127,5,0.0,0.0,0,0,0,12181159133,W,17280,17620,Y,A,2
222,2024-01-04,CM127,CM127,CM127,CM127,CM127,5,12.4803,15.4331,317,0,0,12181158274,R,2400,2520,Y,A,5
223,2024-01-04,CM97,0,0,CM127,CM97,3,36.4567,43.0709,926,0,0,12181159204,X,1333,1460,Y,Y,10
224,2024-01-04,KB160,0,0,CM127,KB120,3,22.2441,50.0394,130,305,130,12181159558,A,600,660,X,Y,10
225,2024-01-04,KB160,0,0,CM127,KB120,3,26.1417,50.0394,130,404,130,12181158646,A,860,940,X,Y,10
226,2024-01-04,KB160,0,0,CM147,KB160,3,27.5591,47.2441,700,0,0,12181157831,X,2500,2620,Y,Y,5
227,2024-01-04,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181158340,W,1620,1780,Y,A,10
228,2024-01-04,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181158351,W,830,910,Y,A,10
229,2024-01-04,KB160,CM127,0,0,KB160,3,5.7087,0.0,145,0,0,12181158317,U,3720,3900,Y,A,5
230,2024-01-04,KB160,CM127,0,0,KB160,3,5.7087,0.0,145,0,0,12181158331,U,18720,19090,Y,A,2
231,2024-01-04,KB160,CM127,0,0,KB160,3,6.8898,0.0,175,0,0,12181158279,U,800,880,Y,A,10
232,2024-01-04,KB160,CM127,0,0,KB160,3,8.0709,0.0,205,0,0,12181158341,U,1620,1780,Y,A,10
233,2024-01-04,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181158318,U,770,840,Y,A,10
234,2024-01-04,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181158332,U,3120,3270,Y,A,5
235,2024-01-04,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181158333,U,1560,1710,Y,A,10
236,2024-01-04,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181158342,U,1660,1820,Y,A,10
237,2024-01-04,KB160,CM127,0,0,KB160,3,9.4488,0.0,240,0,0,12181158353,U,2430,2550,Y,A,5
238,2024-01-04,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181158275,V,4800,5040,Y,A,5
239,2024-01-04,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181158290,V,4800,5040,Y,A,5
240,2024-01-04,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181158307,V,2400,2520,Y,A,5
241,2024-01-04,KB160,CM127,CM127,CM127,KB160,5,8.6614,57.4803,220,0,0,12181158636,V,1600,1760,Y,A,10
242,2024-01-04,KB160,CM127,CM127,CM127,KB160,5,8.6614,57.4803,220,0,0,12181159250,V,800,880,Y,A,10
243,2024-01-04,KB160,CM127,CM127,CM127,KB160,5,8.6614,57.4803,220,0,0,12181159282,V,400,440,Y,A,10
244,2024-01-04,KB160,CM127,CM127,CM127,KB160,5,8.6614,57.4803,220,0,0,12181159284,V,1200,1320,Y,Y,10
245,2024-01-04,KB160,CM127,CM127,CM127,KB160,5,9.1339,0.0,232,0,0,12181158319,U,1000,1100,Y,A,10
246,2024-01-04,KB160,CM127,CM127,CM127,KB160,5,9.1339,0.0,232,0,0,12181158335,U,1000,1100,Y,A,10
247,2024-01-04,KB230,CM127,0,0,KB160,3,7.9528,15.6693,202,0,0,12181157863,R,640,700,Y,A,10
248,2024-01-04,KB230,CM127,CM127,CM127,KB230,5,22.2441,57.0866,135,295,135,12181159274,A,15000,15300,N,Y,2
249,2024-01-04,KB230,CM147,0,0,CM147,3,6.9291,51.3386,176,0,0,12181158272,V,8000,8400,Y,A,5
250,2024-01-04,KB230,CM147,0,0,CM147,3,8.0709,50.4724,205,0,0,12181158269,V,8800,9240,Y,A,5
251,2024-01-04,KB230,CM147,0,0,CM147,3,8.0709,50.4724,205,0,0,12181158297,V,1600,1760,Y,A,10
252,2024-01-04,KI188,CM127,0,0,KB230,3,14.2126,50.9843,133,95,133,12181159373,A,2500,2620,N,Y,5
253,2024-01-04,KI188,CM147,0,0,CM197,3,16.063,57.6772,138,132,138,12181159133,A,17280,17620,N,Y,2
254,2024-01-04,KS121,CM127,0,0,KB120,3,15.4331,57.5984,130,132,130,12181158307,E,2400,2520,W,Y,5
255,2024-01-04,KS121,CM127,0,0,KB120,3,15.4724,57.5984,130,133,130,12181158275,E,4800,5040,W,Y,5
256,2024-01-04,KS121,CM127,0,0,KB120,3,15.4724,57.5984,130,133,130,12181158290,E,4800,5040,W,Y,5
257,2024-01-04,KS121,CM127,CM127,CM127,KB120,5,18.0315,46.8504,94,270,94,12181158253,E,6000,6300,N,Y,5
258,2024-01-04,KS121,CM127,CM127,CM127,KB120,5,21.7717,47.6378,94,365,94,12181158630,E,4400,4620,N,Y,5
259,2024-01-04,KS161,CM127,0,0,KB160,3,14.6063,42.0079,113,145,113,12181159568,A,10000,10500,N,Y,5
260,2024-01-04,KS161,CM127,0,0,KB160,3,18.5433,60.8661,161,149,161,12181159606,A,1000,1100,N,Y,10
261,2024-01-04,KS161,CM127,0,0,KB160,3,20.5512,41.5354,111,300,111,12181159578,A,8000,8400,N,Y,5
262,2024-01-04,KS161,CM127,0,0,KB160,3,25.7087,52.7559,163,327,163,12181159385,A,1340,1470,W,Y,10
263,2024-01-04,KS161,CM127,CM127,CM127,KB120,5,14.7638,41.7323,92,191,92,12181158660,A,1190,1300,N,Y,10
264,2024-01-04,KS161,CM127,CM127,CM127,KB120,5,31.6929,86.4567,237,331,237,12181159593,A,2400,2520,N,Y,5
265,2024-01-04,KS161,CM127,CM127,CM127,KB160,5,15.9449,52.9921,126,153,126,12181158306,E,7200,7560,N,Y,5
266,2024-01-04,KS161,CM127,CM127,CM127,KB160,5,16.3386,33.4646,92,231,92,12181158658,A,1040,1140,N,A,10
267,2024-01-04,KS161,CM127,CM127,CM127,KB160,5,16.4567,46.8504,107,204,107,12181158283,E,4400,4620,N,Y,5
268,2024-01-04,KS161,CM127,CM127,CM127,KB160,5,16.9291,58.2677,122,186,122,12181158624,A,2800,2940,N,Y,5
269,2024-01-04,KS161,CM127,CM127,CM127,KB160,5,17.9134,59.8425,125,205,125,12181158626,A,6800,7140,N,Y,5
270,2024-01-04,KS161,CM127,CM127,CM127,KB160,5,20.0,48.9764,121,266,121,12181159380,E,11260,11480,N,Y,2
271,2024-01-04,KS161,CM127,CM127,CM127,KB160,5,21.378,48.0315,139,265,139,12181158622,E,3600,3780,N,Y,5
272,2024-01-04,KS161,CM127,CM127,CM127,KB160,5,21.6535,48.0315,142,266,142,12181158620,A,2400,2520,N,Y,5
273,2024-01-04,KS161,CM147,0,0,KB160,3,17.9921,52.5197,122,213,122,12181158297,E,1600,1760,W,Y,10
274,2024-01-04,KS161,CM147,0,0,KB160,3,18.0315,52.5197,123,212,123,12181158269,E,8800,9240,W,Y,5
275,2024-01-04,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181159349,E,4780,5010,N,Y,5
276,2024-01-04,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181159356,E,4950,5190,N,Y,5
277,2024-01-04,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181159359,E,2420,2540,N,Y,5
278,2024-01-04,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181159364,E,10850,11060,N,Y,2
279,2024-01-04,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181158284,A,4000,4200,N,Y,5
280,2024-01-04,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181158289,A,5200,5460,N,Y,5
281,2024-01-04,KS161,CM147,CM147,CM147,KB230,5,18.5039,51.1811,147,176,147,12181158294,A,1600,1760,N,A,10
282,2024-01-04,KS231,0,0,CM197,KB230,3,42.0079,34.6063,1067,0,0,12181157830,G,5000,5250,Y,Y,5
283,2024-01-04,KS231,CM127,0,0,KB160,3,9.1339,53.4646,138,94,0,12181159607,B,200,240,N,Y,20
284,2024-01-04,KS231,CM127,0,0,KB160,3,12.9921,43.622,82,166,82,12181159323,A,1030,1230,X,Y,20
285,2024-01-04,KS231,CM127,0,0,KB160,3,13.3071,35.5118,82,174,82,12181159324,A,3090,3700,N,Y,20
286,2024-01-04,KS231,CM127,0,0,KB160,3,22.8346,70.1969,203,174,203,12181159234,A,500,550,N,Y,10
287,2024-01-04,KS231,CM127,0,0,KB230,3,15.1181,37.126,78,228,78,12181159332,A,1090,1190,N,Y,10
288,2024-01-04,KS231,CM127,0,0,KB230,3,15.5118,33.1102,83,228,83,12181159355,A,800,880,N,Y,10
289,2024-01-04,KS231,CM127,0,0,KB230,3,20.2756,52.6378,131,253,131,12181157872,A,820,900,N,Y,10
290,2024-01-04,KS231,CM127,0,0,KB230,3,24.8031,51.7717,160,310,160,12181159369,A,2500,2620,N,Y,5
291,2024-01-04,KS231,CM127,0,0,KB230,3,25.7087,65.1181,163,327,163,12181158038,A,260,280,W,Y,10
292,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,11.3386,27.4016,69,150,69,12181159340,A,1160,1270,N,Y,10
293,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,11.3386,27.4016,69,150,69,12181159367,A,1140,1250,N,Y,10
294,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,13.4252,35.6693,90,161,90,12181158317,E,1240,1360,N,Y,10
295,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,13.4252,35.6693,90,161,90,12181158331,E,6240,6550,N,Y,5
296,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,15.6693,44.4882,87,224,87,12181158340,A,1620,1780,N,A,10
297,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,15.6693,44.4882,87,224,87,12181158351,A,830,910,N,Y,10
298,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181158318,E,770,840,N,Y,10
299,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181158332,E,3120,3270,N,Y,5
300,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181158333,E,1560,1710,N,Y,10
301,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,15.8661,37.4803,86,231,86,12181158342,E,1660,1820,N,Y,10
302,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,15.9449,51.9685,115,175,115,12181158051,A,980,1070,N,Y,10
303,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,15.9449,51.9685,115,175,115,12181158052,A,1050,1150,N,Y,10
304,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.063,45.4331,92,224,92,12181158341,A,1620,1780,N,Y,10
305,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.3386,53.1496,120,175,120,12181158065,A,1000,1100,N,Y,10
306,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.3386,53.1496,120,175,120,12181158067,A,2000,2200,N,Y,10
307,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.3386,53.1496,120,175,120,12181158064,A,1030,1130,X,Y,10
308,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.6142,41.9685,92,238,92,12181158043,A,1080,1180,N,Y,10
309,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.6142,41.9685,92,238,92,12181158059,A,1130,1240,N,Y,10
310,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.6142,41.9685,92,238,92,12181158060,A,1130,1240,N,Y,10
311,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.6142,41.9685,92,238,92,12181158062,A,1130,1240,N,Y,10
312,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.6142,42.9134,92,238,92,12181158034,A,2070,2170,N,Y,5
313,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,16.6142,42.9134,92,238,92,12181158040,A,1000,1100,N,Y,10
314,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,17.9134,49.6063,102,251,102,12181158110,A,1210,1330,N,Y,10
315,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,17.9134,49.6063,102,251,102,12181158111,A,1210,1330,N,Y,10
316,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181158069,A,810,890,N,Y,10
317,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181158104,A,910,1000,N,Y,10
318,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181159348,A,1260,1380,N,Y,10
319,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181158077,A,860,940,X,Y,10
320,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181158100,A,1700,1870,X,Y,10
321,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181158101,A,880,960,X,Y,10
322,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,18.5039,49.6063,112,246,112,12181158117,A,860,940,X,Y,10
323,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,18.8976,40.1575,100,280,100,12181158045,A,2590,2720,N,Y,5
324,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,18.8976,40.1575,100,280,100,12181158046,A,1260,1380,N,Y,10
325,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,21.8504,55.9055,155,245,155,12181158053,A,560,610,N,Y,10
326,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,21.9685,60.2362,162,234,162,12181158636,E,1600,1760,N,Y,10
327,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,21.9685,60.2362,162,234,162,12181159282,E,400,440,N,Y,10
328,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,21.9685,60.2362,162,234,162,12181159284,E,1200,1320,N,Y,10
329,2024-01-04,KS231,CM127,CM127,CM127,KB160,5,22.2441,60.2362,165,235,165,12181159250,A,800,880,N,Y,10
330,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,16.2598,44.0945,87,239,87,12181158112,A,1370,1500,N,Y,10
331,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,18.1102,39.7638,100,260,100,12181158353,A,810,890,N,A,10
332,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,18.1102,43.3071,106,248,106,12181158319,E,500,550,N,Y,10
333,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,18.1102,43.3071,106,248,106,12181158335,E,500,550,N,Y,10
334,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,19.2126,47.3228,146,196,146,12181159344,A,1240,1360,N,Y,10
335,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,20.0394,48.4252,135,239,135,12181158339,A,1430,1570,N,A,10
336,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,20.0394,48.4252,135,239,135,12181158345,A,710,780,N,Y,10
337,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,20.1969,40.1575,97,319,97,12181159371,A,1000,1100,N,Y,10
338,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,20.3937,62.2047,162,194,162,12181158279,E,800,880,N,Y,10
339,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,21.7717,49.6063,131,291,131,12181159595,A,1720,1890,N,Y,10
340,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,21.811,51.5748,111,332,111,12181157863,A,640,700,N,Y,10
341,2024-01-04,KS231,CM127,CM127,CM127,KB230,5,23.0315,49.2126,135,315,135,12181158629,A,4000,4200,N,Y,5
342,2024-01-04,KS231,CM147,0,0,KB230,3,17.7559,53.0709,133,185,133,12181158272,E,8000,8400,W,Y,5
343,2024-01-04,KS231,CM147,CM147,CM147,KB230,5,19.2913,59.8425,167,156,167,12181158274,A,1200,1320,N,Y,10
344,2024-01-04,KS231,CM197,0,0,KB230,3,13.4252,42.126,97,147,97,12181158354,A,400,440,W,Y,10
345,2024-01-04,KS231,CM197,0,0,KB230,3,15.9843,57.126,115,176,115,12181158090,A,1000,1100,N,Y,10
346,2024-01-04,KS231,CM197,0,0,KB230,3,15.9843,57.126,115,176,115,12181158091,A,780,850,W,Y,10
347,2024-01-04,KS231,CM197,0,0,KB230,3,17.0079,47.0472,100,232,100,12181158107,A,1040,1140,W,Y,10
348,2024-01-04,KS231,CM197,0,0,KB230,3,17.0079,47.0472,100,232,100,12181158109,A,2340,2450,W,Y,5
349,2024-01-04,KS231,CM197,0,0,KB230,3,17.4016,37.7953,97,248,97,12181157866,A,1240,1360,N,Y,10
350,2024-01-04,KS231,CM197,0,0,KB230,3,17.4016,37.7953,97,248,97,12181157865,A,1240,1360,W,Y,10
351,2024-01-04,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181158093,A,1120,1230,W,Y,10
352,2024-01-04,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181158098,A,1120,1230,W,Y,10
353,2024-01-04,KS231,CM197,0,0,KB230,3,18.4252,40.5512,121,226,121,12181158106,A,1120,1230,W,Y,10
354,2024-01-05,CM127,CM127,0,0,CM127,3,6.4567,0.0,164,0,0,12181159258,U,1140,1250,Y,A,10
355,2024-01-05,CM127,CM127,0,0,CM127,3,10.7087,12.5591,272,0,0,12181159233,T,10000,10500,Y,A,5
356,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,8.8583,23.189,225,0,0,12181159235,T,1640,1800,Y,A,10
357,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,8.8583,23.189,225,0,0,12181159236,T,3420,3590,Y,A,5
358,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,8.8583,23.189,225,0,0,12181159237,T,2490,2610,Y,A,5
359,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,8.8583,23.189,225,0,0,12181159263,T,5000,5250,Y,Y,5
360,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,11.6142,23.3465,295,0,0,12181159242,T,5500,5770,Y,A,5
361,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,11.6142,23.3465,295,0,0,12181159245,T,2710,2840,Y,A,5
362,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,11.6142,23.3465,295,0,0,12181159271,T,500,550,Y,A,10
363,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181159230,T,2600,2730,Y,A,5
364,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181159231,T,1410,1550,Y,A,10
365,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181159232,T,3790,3980,Y,Y,5
366,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,12.3622,24.1339,314,0,0,12181159247,T,2880,3020,Y,A,5
367,2024-01-05,CM127,CM127,CM127,CM127,CM127,5,12.874,15.4331,327,0,0,12181158262,R,20800,21210,Y,A,2
368,2024-01-05,CM97,0,0,CM127,CM97,3,30.748,52.9921,781,0,0,12181154918,X,5000,5250,Y,Y,5
369,2024-01-05,CM97,CM127,0,0,CM97,3,0.0,0.0,0,0,0,12181157614,W,6000,6300,Y,A,5
370,2024-01-05,CM97,CM127,0,0,CM97,3,0.0,0.0,0,0,0,12181157616,W,2000,2200,Y,A,10
371,2024-01-05,CM97,CM127,0,0,CM97,3,0.0,0.0,0,0,0,12181158802,W,667,730,Y,A,10
372,2024-01-05,CM97,CM127,0,0,CM97,3,5.1181,9.0551,130,0,0,12181158803,T,20000,20400,Y,A,2
373,2024-01-05,CM97,CM127,0,0,CM97,3,7.0079,9.252,178,0,0,12181157614,T,12000,12240,Y,A,2
374,2024-01-05,CM97,CM127,0,0,CM97,3,9.6457,7.2441,245,0,0,12181157616,T,4000,4200,Y,A,5
375,2024-01-05,CM97,CM127,0,0,CM97,3,13.8583,10.2362,352,0,0,12181158793,T,4000,4200,Y,A,5
376,2024-01-05,KAC225,CM127,0,0,KB160,3,20.4331,47.2047,125,269,125,12181159200,A,2000,2200,N,Y,10
377,2024-01-05,KB120,0,0,CM127,KB120,3,27.9921,43.2677,711,0,0,12181157832,S,1500,1650,Y,Y,10
378,2024-01-05,KB120,CM127,CM127,CM127,CM127,5,39.5669,80.6299,252,501,252,12181159650,A,1600,1760,N,Y,10
379,2024-01-05,KB160,CM127,0,0,KB160,3,0.0,0.0,0,0,0,12181158323,W,2440,2560,Y,A,5
380,2024-01-05,KB160,CM127,0,0,KB160,3,5.7087,0.0,145,0,0,12181158325,U,10890,11100,Y,A,2
381,2024-01-05,KB160,CM127,0,0,KB160,3,6.8898,0.0,175,0,0,12181158281,U,2000,2200,Y,A,10
382,2024-01-05,KB160,CM127,0,0,KB160,3,6.8898,0.0,175,0,0,12181158322,U,1420,1560,Y,A,10
383,2024-01-05,KB160,CM127,0,0,KB160,3,8.0709,0.0,205,0,0,12181158324,U,1180,1290,Y,A,10
384,2024-01-05,KB160,CM127,0,0,KB160,3,8.4646,0.0,215,0,0,12181158320,U,830,910,Y,A,10
385,2024-01-05,KB160,CM127,CM127,CM127,KB160,5,4.9213,54.7244,125,0,0,12181158299,V,3200,3360,Y,A,5
386,2024-01-05,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181158287,V,3200,3360,Y,A,5
387,2024-01-05,KB160,CM127,CM127,CM127,KB160,5,4.9213,55.1181,125,0,0,12181158291,V,3200,3360,Y,A,5
388,2024-01-05,KB160,CM127,CM127,CM127,KB160,5,9.1339,0.0,232,0,0,12181158328,U,1640,1800,Y,A,10
389,2024-01-05,KB160,CM127,CM127,CM127,KB160,5,9.1339,0.0,232,0,0,12181158349,U,15000,15300,Y,A,2
390,2024-01-05,KB160,CM197,0,0,CM197,3,23.5433,51.811,154,290,154,12181159233,A,5000,5250,N,Y,5
391,2024-01-05,KB230,0,0,CM147,KB160,3,41.9685,34.6457,1066,0,0,12181158388,G,5000,5250,Y,Y,5
392,2024-01-05,KB230,CM127,CM127,CM127,KB160,5,19.2913,50.0,125,240,125,12181159235,A,1640,1800,N,Y,10
393,2024-01-05,KB230,CM127,CM127,CM127,KB160,5,19.2913,50.0,125,240,125,12181159236,A,3420,3590,N,Y,5
394,2024-01-05,KB230,CM127,CM127,CM127,KB160,5,19.2913,50.0,125,240,125,12181159237,A,2490,2610,N,Y,5
395,2024-01-05,KB230,CM127,CM127,CM127,KB160,5,19.2913,50.0,125,240,125,12181159263,A,5000,5250,N,Y,5
396,2024-01-05,KB230,CM127,CM127,CM127,KB160,5,21.2598,50.3937,115,310,115,12181159242,A,5500,5770,N,Y,5
397,2024-01-05,KB230,CM127,CM127,CM127,KB160,5,21.2598,50.3937,115,310,115,12181159245,A,2710,2840,N,Y,5
398,2024-01-05,KB230,CM127,CM127,CM127,KB160,5,21.2598,50.3937,115,310,115,12181159271,A,500,550,N,Y,10
399,2024-01-05,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181159230,A,2600,2730,N,Y,5
400,2024-01-05,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181159231,A,1410,1550,N,Y,10
401,2024-01-05,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181159232,A,3790,3980,N,Y,5
402,2024-01-05,KB230,CM127,CM127,CM127,KB230,5,22.8346,52.0472,125,330,125,12181159247,A,2880,3020,N,Y,5
403,2024-01-05,KB230,CM127,CM127,CM127,KB230,5,23.2283,57.0866,135,320,135,12181159652,A,10000,10500,N,Y,5
404,2024-01-05,KB230,CM147,0,0,CM147,3,6.9291,50.0,176,0,0,12181158268,V,8000,8400,Y,A,5
405,2024-01-05,KB230,CM147,0,0,CM147,3,8.0709,50.4724,205,0,0,12181158258,V,1600,1760,Y,A,10
406,2024-01-05,KS121,CM127,0,0,KB120,3,15.2362,57.2047,127,133,127,12181158299,E,3200,3360,W,Y,5
407,2024-01-05,KS121,CM127,0,0,KB120,3,15.4724,57.5984,130,133,130,12181158287,E,3200,3360,W,Y,5
408,2024-01-05,KS121,CM127,0,0,KB120,3,15.4724,57.5984,130,133,130,12181158291,E,3200,3360,W,Y,5
409,2024-01-05,KS121,CM127,CM127,CM127,KB120,5,17.3228,56.6929,107,226,107,12181158628,A,2800,2940,N,Y,5
410,2024-01-05,KS121,CM127,CM127,CM127,KB120,5,18.0315,46.8504,94,270,94,12181158256,E,4400,4620,N,Y,5
411,2024-01-05,KS121,CM127,CM127,CM127,KB120,5,21.7717,47.6378,94,365,94,12181158623,E,1200,1320,N,Y,10
412,2024-01-05,KS121,CM127,CM97,CM127,KB120,5,21.1811,63.3858,167,204,167,12181159617,A,1500,1650,N,Y,10
413,2024-01-05,KS161,CM127,0,0,KB160,3,13.622,34.8425,92,162,92,12181157614,A,6000,6300,N,Y,5
414,2024-01-05,KS161,CM127,0,0,KB160,3,19.685,52.2835,138,224,138,12181158793,A,2000,2200,N,Y,10
415,2024-01-05,KS161,CM127,0,0,KB160,3,20.6299,60.9843,162,200,162,12181159620,A,1000,1100,N,Y,10
416,2024-01-05,KS161,CM127,CM127,CM127,KB160,5,15.9449,52.9921,126,153,126,12181158310,E,2800,2940,N,Y,5
417,2024-01-05,KS161,CM127,CM127,CM127,KB160,5,16.063,46.8504,106,196,106,12181159610,E,1220,1340,N,Y,10
418,2024-01-05,KS161,CM127,CM127,CM127,KB160,5,16.3386,33.4646,92,231,92,12181158657,A,2140,2240,N,Y,5
419,2024-01-05,KS161,CM127,CM127,CM127,KB160,5,16.4567,46.8504,106,206,106,12181158301,E,2000,2200,N,A,10
420,2024-01-05,KS161,CM127,CM127,CM127,KB160,5,18.2283,61.0236,129,205,129,12181158637,E,800,880,N,Y,10
421,2024-01-05,KS161,CM127,CM127,CM127,KB160,5,20.0,48.9764,121,266,121,12181159622,E,11100,11320,N,Y,2
422,2024-01-05,KS161,CM147,0,0,KB160,3,17.9921,52.5197,122,213,122,12181158258,E,1600,1760,W,Y,10
423,2024-01-05,KS161,CM147,CM147,CM147,KB160,5,20.8661,54.3307,125,280,125,12181158625,A,2800,2940,N,Y,5
424,2024-01-05,KS161,CM147,CM147,CM147,KB230,5,18.2283,51.1811,144,175,144,12181158303,E,2800,2940,N,Y,5
